LTKBID,PubChem_CID,LabelCompoundName,ApprovalYear,DILIConcern,SeverityClass,LabelSection,AdjudicatedDILI,vDILIConcern,Greene_Annotation,Sakatis_Annotation,Xu_Annotation,Zhu_Annotation,SMILES,URL (accessed on 1/21/2016),"VER_DISP (1=LTKB-BD, 2=others)"
LT01650,441278.0,pentazocine,1967.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,C[C@H]1[C@H]2CC3=C([C@@]1(CCN2CC=C(C)C)C)C=C(C=C3)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1d225639-c326-4d9e-bc8d-e380e7958b8f,2
LT02171,6433516.0,simethicone,1998.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CO[Si](C)(C)O[Si](C)(C)C.O=[Si]=O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9c6270d6-6456-42a6-9840-156e6c4683aa,2
LT00355,16129665.0,secretin,2002.0,No-DILI-concern,0,No match,,vNo-DILI-Concern,,,,,CC(C)CC(C(=O)NC(C(C)C)C(=O)O)NC(=O)CNC(=O)C(CCC(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCC(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC2=NC=CN2)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b4dfe70f-0a86-4488-9ba1-dcd8f86cbfcd ,2
LT00358,6398588.0,sucralfate,1981.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])COS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-].O.O.O.[Al],http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2687d670-8af6-42a2-9081-fee112e80fc0,2
LT00480,23663870.0,gamma hydroxybutyric acid,2002.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,C(CC(=O)[O-])CO.[Na+],http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=926eb076-a4a8-45e4-91ef-411f0aa4f3ca,2
LT00493,176168.0,lanthanum carbonate,2004.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,C(=O)([O-])[O-].C(=O)([O-])[O-].C(=O)([O-])[O-].O.[La+3].[La+3],http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f10776b2-2c25-4343-aabe-68f302e5cb54,2
LT00516,3034812.0,trospium,2004.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,C1CC[N+]2(C1)[C@H]3CCC2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O.[Cl-],http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cd0d2e18-9e16-ac18-c35c-a150bb5cb67b,2
LT00590,9849808.0,fesoterodine,2008.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CC(C)C(=O)OC1=C(C=C(C=C1)CO)[C@H](CCN(C(C)C)C(C)C)C2=CC=CC=C2.C(=C/C(=O)O)\C(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5be745f0-8ae7-4c3c-9962-37d6263326f1,2
LT00595,4454.0,neomycin,1964.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=777dbfab-f83e-4738-ae1e-78619a9f82a7,1
LT00648,5719.0,zaleplon,1999.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b8032b14-5068-19d5-e063-839ed25d7200,2
LT00711,9433.0,aminophylline,1940.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a7c01224-b32b-40ef-935b-164893a93b22,2
LT00727,3162.0,doxylamine,1948.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bf64865f-4cf8-444a-9106-62abf2f22879,2
LT00730,2370.0,bethanechol,1948.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CC(C[N+](C)(C)C)OC(=O)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e9445fc1-8a27-4a93-8fe7-90ae5f2aaab7,1
LT00734,5745.0,cortisone acetate,1950.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(CC(=O)[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=105133d9-2991-4dd2-8d99-beb81aed8aad,2
LT00737,3042.0,dicyclomine,1950.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5a553bda-1e3d-4b80-913f-73dd54655033,2
LT00740,3182.0,dyphylline,1951.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6d7ed7c0-9646-11de-a404-0002a5d5c51b,2
LT00752,5359272.0,levorphanol,1953.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CN1CC[C@]23CCCC[C@H]2[C@H]1CC4=C3C=C(C=C4)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b2ab70e4-ca0c-4a73-9c98-974bf94e890c,2
LT00753,4934.0,propantheline,1953.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=84a920c8-b637-4741-b9b2-fc607e245ce0,2
LT00759,2564.0,carbinoxamine,1974.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1edca669-8879-408a-b09c-259e363dd95c,1
LT00787,6476.0,methsuximide,1957.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CC1(CC(=O)N(C1=O)C)C2=CC=CC=C2,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=64a6ee88-c6b1-4e13-8208-b6772ef65a74,2
LT00790,4057.0,mepenzolate,1956.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=71b7afe6-4625-4467-adb7-510769da2b17,2
LT00798,5282443.0,triprolidine,1984.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CC1=CC=C(C=C1)/C(=C\CN2CCCC2)/C3=CC=CC=N3,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cc466d33-cf3e-4f1c-a794-6d3d79903adf,2
LT00801,169893.0,Sodium polystyrene sulfonate,1958.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,C=CC1=CC=CC=C1S(=O)(=O)[O-].[Ca+2],http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2017bfbe-cda8-46f1-b4f1-9c086c3249a9,2
LT00806,7029.0,diethylpropion,1959.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CCN(CC)C(C)C(=O)C1=CC=CC=C1,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=330965ca-154f-42d2-bb7c-9494bf036c92,2
LT00817,2381.0,biperiden,1959.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O,,1
LT00836,3494.0,glycopyrrolate,1961.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d200bd44-9856-4104-a29e-a4cca3db6737,2
LT00838,4174.0,metyrapone,1961.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=24880533-7236-434a-ab1b-07773fef8a8c,1
LT00886,11333.0,lactulose,1976.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@]([C@H]2O)(CO)O)CO)O)O)O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3a5249b6-ede1-473d-a618-49b075af78b3,1
LT00899,134070.0,calcitriol,1978.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]2[C@@]1(CCCC2=CC=C3C[C@H](C[C@@H](C3=C)O)O)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=167a669f-7b7e-46ea-9331-567bf19d8787,2
LT00937,5071.0,rimantadine,1993.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CC(C12CC3CC(C1)CC(C3)C2)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=08d7b0df-a353-49a0-92ac-64028d4084b7,2
LT00947,6116.0,calcium acetate,1990.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CC(=O)[O-].CC(=O)[O-].[Ca+2],http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=85fd41f8-2823-44ca-a15e-f1f2e5d0ff94,2
LT00979,5284603.0,oxycodone,1998.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)OC)O4)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5243e601-42c2-48c7-8600-8806cea4185d,2
LT00992,441314.0,miglitol,1996.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,C1[C@@H]([C@H]([C@@H]([C@H](N1CCO)CO)O)O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=75711d16-2d27-476e-a312-d5af448a0e25,2
LT00998,60937.0,tiludronate,1997.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,C1=CC(=CC=C1SC(P(=O)(O)O)P(=O)(O)O)Cl,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=25369752-9d6c-4802-823c-c4205339a525,2
LT01011,60774.0,tolterodine,1998.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CC1=CC(=C(C=C1)O)[C@@H](CCN(C(C)C)C(C)C)C2=CC=CC=C2,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=55a35eb9-44ff-4762-8779-1a6ed5c90423,2
LT01039,3085017.0,sevelamer,1998.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,C=CCN.C1C(O1)CCl,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e6328460-a57b-450b-a48c-6dcd4b476360,2
LT01051,2083.0,salbutamol,1981.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=87b8cd3c-2849-4b50-b63e-9ea379165c07,1
LT01123,6832.0,benztropine,1954.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CN1[C@@H]2CC[C@@H]1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=37eef247-c418-4cbe-aff2-d74d032ede1c,1
LT01126,51634.0,miglustat,2003.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CCCCN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=817892d1-ee12-4632-85fc-57ccdf16d7b8,2
LT01152,54746.0,cabergoline,1996.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(C1)CC=C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=74b61e8a-7ae9-4996-85ec-df23c56de16f,2
LT01184,41684.0,nitazoxanide,2002.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-],http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=56b1575a-dff4-4c5a-a159-2f858e7a0cb8,2
LT01192,56959.0,ranolazine,2006.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=beb482de-f251-476b-9d38-40577c36f5a3,2
LT01209,156419.0,cinacalcet,2004.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,C[C@H](C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c94c1206-97cb-4088-b8a1-adf08b938755,2
LT01215,5488548.0,alvimopan,2008.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,C[C@H]1CN(CC[C@@]1(C)C2=CC(=CC=C2)O)C[C@H](CC3=CC=CC=C3)C(=O)NCC(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=77a67dc6-35d3-48ff-9d18-292d4d442f70,2
LT01217,208902.0,ramelteon,2005.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CCC(=O)NCC[C@@H]1CCC2=C1C3=C(C=C2)OCC3,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b6fe9db3-cf46-4b2b-a097-9c96f9c30908,2
LT01240,656719.0,lubiprostone,2006.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CCCCC([C@]1(CC[C@H]2[C@H](O1)CC(=O)[C@H]2CCCCCCC(=O)O)O)(F)F,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d474ac6a-444d-4aa6-9986-24be6fcf811d,2
LT01252,115237.0,paliperidone,2006.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7b8e5b26-b9e4-4704-921b-3c3c0d159916,2
LT01262,1125.0,tetrahydrobiopterin,2007.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CC(C(C1CNC2=C(N1)C(=O)N=C(N2)N)O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=af38711e-8873-4790-a92d-4d583e23fb89,2
LT01269,5284371.0,codeine,2009.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fa3ed180-298a-4f9d-9d05-15182d7218bf,2
LT01275,216258.0,colistimethate,1970.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CCC(C)CCCCC(=O)NC(CCNCS(=O)(=O)[O-])C(=O)NC(C(C)O)C(=O)NC(CCNCS(=O)(=O)[O-])C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCNCS(=O)(=O)[O-])CC(C)C)CC(C)C)CCNCS(=O)(=O)[O-])CCNCS(=O)(=O)[O-])C(C)O.[Na+].[Na+].[Na+].[Na+].[Na+],http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6a335659-03b0-4a2d-9cd4-7dcf7da96fe6,1
LT01291,5702105.0,polymyxin b sulfate,1964.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCN)CC2=CC=CC=C2)CC(C)C)CCN)CCN)C(C)O.OS(=O)(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a14373aa-c5fa-4f90-8e8f-fc9e2219039c,2
LT01334,3261.0,estazolam,1990.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,C1C2=NN=CN2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=50914a46-eab6-4c83-97cf-6ab0234c8126,2
LT01479,6759.0,riboflavin,,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@H]([C@H]([C@H](CO)O)O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=39082010-47e1-4bb1-a580-0f054bfaf3a0,2
LT01489,13109.0,levonorgestrel,1990.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5b1e51bd-4496-4f65-9f1d-40fb2ac5016c,2
LT01547,4120.0,methylscopolamine bromide,1953.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9607b733-0f3a-4a2c-8057-41d0a5df070d,2
LT01608,4510.0,nitroglycerin,1981.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5e5ff3a5-9633-55cc-d309-8f06c47a90ef,2
LT01629,2131.0,ambenonium,1956.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC2=CC=CC=C2Cl,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d323d428-97c7-495d-8f65-58b5f0e8afda,2
LT01666,9294.0,ephedrine,,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,C[C@@H]([C@@H](C1=CC=CC=C1)O)NC,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=73b55902-273a-4734-8deb-af6eb68b5523,2
LT01713,708857.0,pyrantel,,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CN1CCCN=C1/C=C/C2=CC=CS2,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8c37db7c-a73e-4d99-a8a9-d55da1a74a3e,2
LT01721,4999.0,quazepam,1985.0,No-DILI-concern,0,No match,,vNo-DILI-Concern,,,,,C1C(=S)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F)CC(F)(F)F,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6a8e1aff-a1ac-4f47-af33-d2fd23c631d6 ,2
LT01824,60700.0,topotecan,1996.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=C(C5=C4)CN(C)C)O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=140399d0-4b28-4100-b792-3d1aa3c3e29c,2
LT01974,5184.0,scopolamine,1979.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b85b3ca0-89ce-44fe-b748-62e160e8c349,2
LT02037,2576.0,carisoprodol,1959.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=76a36c15-38d3-442e-84a0-b0649a213d13,2
LT02055,11806.0,pamabrom,,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CC(C)(CO)N.CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Br,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=22122002-c367-480b-b9f5-0504f918cc98,2
LT02190,2391.0,bisacodyl,,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9448e8ba-b73a-4d2a-b58c-afdcd19f8e12,2
LT02219,4919.0,procyclidine,1955.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/009818s018lbl.pdf,1
LT01521,4064.0,meprobamate,1955.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,HH,,Positive,,CCCC(C)(COC(=O)N)COC(=O)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a27d7877-38e4-4437-afd3-3d570c0dead1,2
LT01644,37464.0,penbutolol,1987.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,HH,,Positive,,CC(C)(C)NC[C@@H](COC1=CC=CC=C1C2CCCC2)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d241fc80-2c55-4dbb-bdb2-44f731afa137,1
LT02093,3202.0,edrophonium,1951.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,NE,,Negative,Negative,CC[N+](C)(C)C1=CC(=CC=C1)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=98a5a2f6-3194-4202-963f-0fcd28ecadbc,1
LT00015,681.0,dopamine,1974.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,NE,,Negative,,C1=CC(=C(C=C1CCN)O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=08f23f6e-150d-45ea-098e-f2edf64c21a1,2
LT00133,5983.0,physostigmine,,No-DILI-concern,0,No match,,vNo-DILI-Concern,NE,,Negative,,C[C@@]12CCN([C@@H]1N(C3=C2C=C(C=C3)OC(=O)NC)C)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a7d04b2c-fe34-480d-8f7c-7cbcf447a70b,2
LT00145,19649.0,streptomycin,1946.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,NE,,Negative,,C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(C=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=abd1f64e-4283-4370-aae8-3666316aa36e,1
LT01047,60961.0,adenosine,1989.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,NE,,Negative,,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ca4520ad-7f42-4632-8065-5b88a0ca7f2f,2
LT01308,36811.0,dobutamine,1978.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,NE,,Negative,,CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6b17b98b-e06d-42ed-925f-69aa2699dead,1
LT01384,3373.0,flumazenil,1991.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,NE,,Negative,,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=436f5616-9626-4b6a-9deb-2986444179d0,2
LT01905,3676.0,lidocaine,1948.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,NE,,Negative,,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=165845cf-c59c-4dbe-af8f-ecb92a1fcdc6,2
LT02059,439542.0,bacitracin,1948.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,NE,,Negative,,CCC(C)[C@H]1C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)NCCCC[C@@H](C(=O)N[C@@H](C(=O)N1)CCCN)NC(=O)[C@H](C(C)CC)NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)C2CN=C(S2)[C@H](C(C)CC)N)CC(=O)N)CC(=O)O)CC3=CN=CN3)CC4=CC=CC=C4,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=746cdb33-65cb-49db-8642-5bdda7b30de6,1
LT02077,6322.0,l-arginine,1973.0,No-DILI-Concern,0,No match,,vNo-DILI-Concern,NE,,Negative,,C(C[C@@H](C(=O)O)N)CN=C(N)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6accf33f-9841-4327-8923-93c42020ef12,2
